,0
2019021,7
2019022,42
2019023,1
2019024,26
2019025,19
2019026,26
2019027,16
2019028,10
2019029,18
2019030,1
2019031,15
2019032,8
2019033,18
2019034,50
2019035,12
2019036,27
2019037,47
2019038,27
2019039,50
2019040,28
2019041,34
2019042,49
2019043,29
2019044,23
2019045,9
2019046,4
2019047,42
2019048,39
2019049,12
2019050,39
2019051,6
2019052,3
2019053,11
2019054,42
2019055,41
2019056,39
2019057,18
2019058,13
2019059,23
2019060,42
2019061,23
2019062,13
2019063,29
2019064,14
2019065,33
2019066,10
2019067,22
2019068,42
2019069,35
2019070,27
2019071,38
2019072,40
2019073,49
2019074,42
2019075,43
2019076,21
2019077,33
2019078,41
2019079,11
2019080,35
2019081,49
2019082,19
2019083,31
2019084,42
2019085,33
2019086,34
2019087,28
2019088,44
2019089,33
2019090,45
2019091,21
2019092,34
2019093,42
2019094,32
2019095,15
2019096,12
2019097,38
2019098,39
2019099,21
2019100,23
2019101,12
2019102,32
2019103,11
2019104,35
2019105,48
2020001,20
2020002,12
2020003,17
2020004,21
2020005,29
2020006,24
2020007,4
2020008,1
2020009,13
20200010,33
20200011,9
20200012,24
20200013,20
20200014,11
20200015,30
20200016,18
20200017,23
20200018,4
20200019,38
20200020,30
20200021,11
20200022,16
20200023,20
20200024,7
20200025,27
20200026,17
20200027,34
20200028,4
20200029,3
20200030,29
20200031,45
20200032,23
20200033,1
20200034,26
20200035,19
20200036,22
20200037,8
20200038,29
20200039,32
20200040,37
20200041,32
20200042,27
20200043,8
20200044,12
20200045,37
20200046,27
20200047,46
20200048,11
20200049,24
20200050,49
20200051,21
20200052,1
20200053,16
20200054,23
20200055,15
20200056,37
20200057,41
20200058,42
20200059,50
20200060,13
20200061,24
20200062,5
20200063,5
20200064,50
20200065,42
20200066,42
20200067,50
20200068,39
20200069,17
20200070,4
20200071,43
20200072,2
20200073,45
20200074,30
20200075,19
20200076,25
20200077,19
20200078,4
20200079,12
20200080,4
20200081,35
20200082,46
20200083,38
20200084,42
20200085,10
20200086,28
20200087,20
20200088,18
20200089,7
20200090,38
20200091,1
20200092,44
20200093,48
20200094,38
20200095,16
20200096,20
20200097,20
20200098,21
20200099,24
20200100,35
20200101,17
20200102,50
20200103,27
20200104,39
20211001,48
20211002,12
20211003,37
20211004,2
20211005,4
20211006,31
20211007,42
20211008,25
20211009,5
20211010,48
20211011,37
20211012,31
20211013,36
20211014,29
20211015,4
20211016,39
20211017,22
20211018,19
20211019,5
20211020,33
20211021,6
20211022,23
20211023,43
20211024,29
20211025,50
20211026,29
20211027,4
20211028,37
20211029,35
20211030,31
20211031,40
20211032,17
20211033,15
20211034,14
20211035,24
20211036,10
20211037,47
20211038,43
20211039,29
20211040,40
20211041,35
20211042,26
20211043,13
20211044,44
20211045,36
20211046,2
20211047,9
20211048,11
20211049,41
20211050,26
20211051,36
20211052,24
20211053,38
20211054,5
20211055,6
20211056,6
20211057,16
20211058,3
20211059,26
20211060,25
20211061,35
20211062,45
20211063,7
20211064,48
20211065,47
20211066,41
20211067,9
20211068,44
20211069,3
20211070,32
20211071,29
20211072,19
20211073,28
20211074,45
20211075,5
20211076,26
20211077,20
20211078,6
20211079,15
20211080,36
20211081,23
20211082,22
20211083,26
20211084,36
20211085,17
20211086,42
20211087,32
20211088,2
20211089,2
20211090,36
20211091,9
20211092,36
20211093,47
20211094,42
20211095,41
20211096,33
20211097,32
20211098,46
20211099,42
20211100,47
20211101,35
20211102,17
20211103,34
20211104,15
20211105,43
20222001,18
20222002,50
20222003,44
20222004,46
20222005,24
20222006,39
20222007,47
20222008,25
20222009,1
20222010,3
20222011,20
20222012,42
20222013,31
20222014,50
20222015,14
20222016,30
20222017,42
20222018,43
20222019,31
20222020,12
20222021,19
20222022,9
20222023,17
20222024,24
20222025,11
20222026,31
20222027,24
20222028,1
20222029,35
20222030,6
20222031,2
20222032,35
20222033,28
20222034,10
20222035,47
20222036,8
20222037,29
20222038,17
20222039,30
20222040,8
20222041,10
20222042,28
20222043,10
20222044,48
20222045,31
20222046,40
20222047,2
20222048,38
20222049,39
20222050,17
20222051,47
20222052,34
20222053,48
20222054,43
20222055,25
20222056,29
20222057,27
20222058,50
20222059,17
20222060,43
20222061,18
20222062,44
20222063,21
20222064,35
20222065,14
20222066,19
20222067,26
20222068,44
20222069,4
20222070,12
20222071,7
20222072,23
20222073,12
20222074,45
20222075,32
20222076,48
20222077,44
20222078,11
20222079,18
20222080,45
20222081,8
20222082,29
20222083,5
20222084,38
20222085,46
20222086,21
20222087,19
20222088,37
20222089,33
20222090,19
20222091,13
20222092,35
20222093,42
20222094,39
20222095,35
20222096,35
20222097,27
20222098,31
20222099,12
20222100,44
20222101,11
20222102,26
20222103,19
20222104,17
20233001,21
20233002,35
20233003,34
20233004,33
20233005,30
20233006,13
20233007,47
20233008,31
20233009,33
20233010,45
20233011,34
20233012,36
20233013,46
20233014,45
20233015,22
20233016,7
20233017,12
20233018,8
20233019,35
20233020,48
20233021,28
20233022,26
20233023,9
20233024,5
20233025,34
20233026,47
20233027,16
20233028,46
20233029,14
20233030,37
20233031,17
20233032,7
20233033,40
20233034,11
20233035,32
20233036,49
20233037,13
20233038,13
20233039,9
20233040,34
20233041,14
20233042,15
20233043,33
20233044,15
20233045,39
20233046,36
20233047,21
20233048,41
20233049,11
20233050,33
20233051,44
20233052,6
20233053,44
20233054,19
20233055,2
20233056,48
20233057,12
20233058,33
20233059,27
20233060,34
20233061,25
20233062,48
20233063,33
20233064,34
20233065,5
20233066,23
20233067,40
20233068,16
20233069,23
20233070,37
20233071,7
20233072,10
20233073,42
20233074,12
20233075,41
20233076,35
20233077,23
20233078,11
20233079,22
20233080,21
20233081,20
20233082,21
20233083,10
20233084,28
20233085,8
20233086,33
20233087,5
20233088,21
20233089,11
20233090,10
20233091,36
20233092,24
20233093,29
20233094,29
20233095,12
20233096,4
20233097,4
20233098,50
20233099,28
20233100,37
20233101,41
20233102,34
20233103,8
20233104,19
20244001,49
20244002,39
20244003,2
20244004,17
20244005,33
20244006,28
20244007,14
20244008,41
20244009,5
20244010,27
20244011,2
20244012,45
20244013,46
20244014,13
20244015,37
20244016,30
20244017,4
20244018,4
20244019,2
20244020,8
20244021,19
20244022,34
20244023,7
20244024,44
20244025,29
20244026,36
20244027,48
20244028,35
20244029,19
20244030,12
20244031,46
20244032,46
20244033,11
20244034,39
20244035,13
20244036,9
2004001,41
2004002,7
2004003,14
2004004,7
2004005,28
2004006,37
2004007,4
2004008,36
2004009,1
2004010,15
2004011,49
2004012,5
2004013,16
2004014,39
2004015,15
2004016,35
2004017,13
2004018,10
2004019,23
2004020,3
2004021,23
2004022,12
2004023,24
2004024,34
2004025,19
2004026,15
2004027,43
2004028,9
2004029,22
2004030,34
2004031,25
2004032,18
2004033,27
2004034,21
2004035,1
2004036,43
2004037,40
2004038,35
2004039,19
2004040,32
2004041,18
2004042,4
2004043,1
2004044,1
2004045,15
2004046,4
2004047,25
2005001,3
2005002,6
2005003,26
2005004,43
2005005,30
2005006,32
2005007,21
2005008,44
2005009,39
2005010,23
2005011,6
2005012,4
2005013,25
2005014,11
2005015,38
2005016,47
2005017,3
2005018,7
2005019,17
2005020,7
2005021,2
2005022,17
2005023,7
2005024,21
2005025,14
2005026,4
2005027,35
2005028,11
2005029,3
2005030,49
2005031,22
2005032,15
2005033,24
2005034,41
2005035,50
2005036,19
2005037,13
2005038,26
2005039,6
2005040,13
2005041,23
2005042,1
2005043,44
2005044,37
2005045,42
2005046,48
2005047,6
2005048,9
2005049,35
2005050,15
2005051,36
2005052,8
2006001,9
2006002,34
2006003,33
2006004,40
2006005,21
2006006,48
2006007,24
2006008,47
2006009,8
2006010,45
2006011,45
2006012,33
2006013,20
2006014,50
2006015,16
2006016,20
2006017,22
2006018,4
2006019,34
2006020,3
2006021,2
2006022,27
2006023,15
2006024,16
2006025,21
2006026,40
2006027,43
2006028,17
2006029,2
2006030,8
2006031,14
2006032,28
2006033,12
2006034,48
2006035,45
2006036,33
2006037,6
2006038,29
2006039,6
2006040,22
2006041,41
2006042,19
2006043,4
2006044,24
2006045,27
2006046,22
2006047,25
2006048,41
2006049,16
2006050,42
2006051,9
2006052,13
2007001,29
2007002,19
2007003,33
2007004,15
2007005,23
2007006,30
2007007,50
2007008,18
2007009,34
2007010,2
2007011,49
2007012,40
2007013,17
2007014,23
2007015,7
2007016,45
2007017,36
2007018,6
2007019,7
2007020,26
2007021,29
2007022,37
2007023,45
2007024,7
2007025,11
2007026,45
2007027,19
2007028,15
2007029,21
2007030,1
2007031,30
2007032,42
2007033,3
2007034,1
2007035,18
2007036,2
2007037,9
2007038,1
2007039,30
2007040,44
2007041,32
2007042,35
2007043,40
2007044,19
2007045,5
2007046,37
2007047,29
2007048,19
2007049,2
2007050,25
2007051,28
2007052,22
2008001,12
2008002,8
2008003,14
2008004,45
2008005,47
2008006,44
2008007,29
2008008,27
2008009,40
2008010,35
2008011,21
2008012,18
2008013,5
2008014,13
2008015,45
2008016,50
2008017,19
2008018,37
2008019,40
2008020,25
2008021,19
2008022,7
2008023,50
2008024,50
2008025,37
2008026,50
2008027,7
2008028,13
2008029,10
2008030,24
2008031,50
2008032,45
2008033,26
2008034,39
2008035,25
2008036,16
2008037,19
2008038,31
2008039,14
2008040,19
2008041,4
2008042,3
2008043,16
2008044,41
2008045,12
2008046,8
2008047,9
2008048,41
2008049,45
2008050,28
2008051,28
2008052,1
2009001,37
2009002,28
2009003,3
2009004,40
2009005,46
2009006,40
2009007,22
2009008,12
2009009,37
2009010,17
2009011,12
2009012,23
2009013,33
2009014,20
2009015,46
2009016,44
2009017,14
2009018,19
2009019,31
2009020,18
2009021,33
2009022,37
2009023,26
2009024,16
2009025,4
2009026,39
2009027,34
2009028,16
2009029,2
2009030,25
2009031,21
2009032,24
2009033,49
2009034,7
2009035,36
2009036,9
2009037,35
2009038,38
2009039,17
2009040,23
2009041,7
2009042,47
2009043,29
2009044,38
2009045,34
2009046,26
2009047,5
2009048,5
2009049,18
2009050,46
2009051,32
2009052,34
2010001,36
2010002,4
2010003,29
2010004,22
2010005,17
2010006,35
2010007,38
2010008,31
2010009,7
2010010,12
2010011,36
2010012,39
2010013,16
2010014,24
2010015,21
2010016,40
2010017,8
2010018,25
2010019,3
2010020,47
2010021,7
2010022,33
2010023,40
2010024,22
2010025,38
2010026,28
2010027,13
2010028,24
2010029,39
2010030,35
2010031,4
2010032,29
2010033,21
2010034,42
2010035,1
2010036,26
2010037,45
2010038,17
2010039,4
2010040,48
2010041,30
2010042,36
2010043,9
2010044,42
2010045,50
2010046,19
2010047,45
2010048,49
2010049,8
2010050,3
2010051,42
2010052,36
2010053,38
2011001,48
2011002,14
2011003,3
2011004,42
2011005,2
2011006,19
2011007,15
2011008,48
2011009,11
2011010,19
2011011,1
2011012,33
2011013,21
2011014,38
2011015,21
2011016,11
2011017,15
2011018,22
2011019,10
2011020,36
2011021,45
2011022,20
2011023,29
2011024,25
2011025,50
2011026,39
2011027,6
2011028,48
2011029,5
2011030,16
2011031,17
2011032,30
2011033,30
2011034,8
2011035,11
2011036,49
2011037,45
2011038,39
2011039,35
2011040,49
2011041,48
2011042,27
2011043,24
2011044,14
2011045,7
2011046,10
2011047,13
2011048,28
2011049,14
2011050,33
2011051,10
2011052,38
2011053,48
2011054,31
2011055,9
2011056,17
2011057,9
2011058,14
2011059,27
2011060,31
2011061,45
2011062,38
2011063,1
2011064,29
2011065,48
2011066,33
2011067,12
2011068,17
2011069,14
2011070,43
2011071,29
2011072,4
2011073,6
2011074,4
2011075,24
2011076,19
2011077,45
2011078,43
2011079,38
2011080,44
2011081,33
2011082,31
2011083,9
2011084,28
2011085,19
2011086,16
2012001,3
2012002,31
2012003,10
2012004,14
2012005,30
2012006,2
2012007,2
2012008,13
2012009,9
2012010,25
2012011,33
2012012,41
2012013,46
2012014,28
2012015,25
2012016,26
2012017,17
2012018,6
2012019,37
2012020,47
2012021,10
2012022,3
2012023,16
2012024,23
2012025,34
2012026,4
2012027,25
2012028,20
2012029,25
2012030,13
2012031,48
2012032,3
2012033,43
2012034,27
2012035,5
2012036,39
2012037,38
2012038,44
2012039,11
2012040,47
2012041,16
2012042,49
2012043,15
2012044,14
2012045,47
2012046,34
2012047,15
2012048,22
2012049,7
2012050,43
2012051,20
2012052,39
2012053,40
2012054,31
2012055,16
2012056,25
2012057,7
2012058,45
2012059,16
2012060,23
2012061,36
2012062,24
2012063,46
2012064,48
2012065,1
2012066,44
2012067,4
2012068,37
2012069,44
2012070,48
2012071,44
2012072,30
2012073,22
2012074,23
2012075,44
2012076,43
2012077,49
2012078,33
2012079,36
2012080,21
2012081,25
2012082,43
2012083,49
2012084,37
2012085,50
2012086,38
2012087,24
2012088,44
2012089,41
2012090,21
2012091,24
2012092,23
2012093,30
2012094,9
2012095,10
2012096,24
2012097,44
2012098,42
2012099,1
2012100,43
2012101,18
2012102,42
2012103,23
2012104,24
2013001,7
2013002,22
2013003,2
2013004,4
2013005,40
2013006,30
2013007,1
2013008,18
2013009,26
2013010,38
2013011,40
2013012,34
2013013,11
2013014,28
2013015,12
2013016,16
2013017,3
2013018,29
2013019,8
2013020,28
2013021,2
2013022,4
2013023,37
2013024,34
2013025,42
2013026,43
2013027,29
2013028,39
2013029,38
2013030,5
2013031,1
2013032,42
2013033,7
2013034,24
2013035,43
2013036,3
2013037,28
2013038,1
2013039,36
2013040,6
2013041,28
2013042,7
2013043,8
2013044,34
2013045,31
2013046,50
2013047,5
2013048,10
2013049,41
2013050,45
2013051,27
2013052,28
2013053,28
2013054,12
2013055,49
2013056,18
2013057,19
2013058,26
2013059,16
2013060,12
2013061,11
2013062,37
2013063,49
2013064,7
2013065,17
2013066,37
2013067,49
2013068,6
2013069,43
2013070,36
2013071,42
2013072,23
2013073,14
2013074,4
2013075,42
2013076,35
2013077,28
2013078,38
2013079,25
2013080,24
2013081,42
2013082,12
2013083,43
2013084,46
2013085,44
2013086,3
2013087,30
2013088,30
2013089,13
2013090,43
2013091,37
2013092,15
2013093,36
2013094,25
2013095,42
2013096,2
2013097,15
2013098,2
2013099,6
2013100,1
2013101,37
2013102,43
2013103,50
2013104,13
2013105,20
2014001,38
2014002,27
2014003,11
2014004,26
2014005,42
2014006,48
2014007,34
2014008,20
2014009,8
2014010,21
2014011,3
2014012,17
2014013,2
2014014,23
2014015,30
2014016,28
2014017,12
2014018,27
2014019,5
2014020,33
2014021,27
2014022,8
2014023,30
2014024,7
2014025,28
2014026,16
2014027,6
2014028,18
2014029,12
2014030,26
2014031,39
2014032,24
2014033,21
2014034,23
2014035,31
2014036,31
2014037,26
2014038,30
2014039,29
2014040,33
2014041,8
2014042,25
2014043,45
2014044,15
2014045,7
2014046,33
2014047,46
2014048,40
2014049,15
2014050,21
2014051,33
2014052,22
2014053,39
2014054,8
2014055,49
2014056,34
2014057,11
2014058,45
2014059,12
2014060,10
2014061,48
2014062,7
2014063,46
2014064,16
2014065,5
2014066,4
2014067,35
2014068,10
2014069,9
2014070,31
2014071,46
2014072,8
2014073,26
2014074,50
2014075,38
2014076,29
2014077,13
2014078,3
2014079,48
2014080,9
2014081,45
2014082,4
2014083,1
2014084,20
2014085,30
2014086,10
2014087,20
2014088,26
2014089,46
2014090,2
2014091,48
2014092,38
2014093,37
2014094,3
2014095,41
2014096,49
2014097,47
2014098,42
2014099,31
2014100,25
2014101,29
2014102,19
2014103,49
2014104,50
2015001,28
2015002,14
2015003,21
2015004,8
2015005,30
2015006,41
2015007,38
2015008,31
2015009,13
2015010,31
2015011,26
2015012,13
2015013,44
2015014,43
2015015,4
2015016,34
2015017,5
2015018,8
2015019,50
2015020,6
2015021,18
2015022,38
2015023,48
2015024,24
2015025,44
2015026,24
2015027,29
2015028,44
2015029,23
2015030,24
2015031,24
2015032,6
2015033,29
2015034,26
2015035,25
2015036,42
2015037,7
2015038,46
2015039,5
2015040,26
2015041,24
2015042,21
2015043,45
2015044,29
2015045,48
2015046,9
2015047,5
2015048,16
2015049,31
2015050,22
2015051,3
2015052,34
2015053,15
2015054,18
2015055,5
2015056,19
2015057,1
2015058,27
2015059,9
2015060,43
2015061,50
2015062,10
2015063,44
2015064,15
2015065,7
2015066,12
2015067,18
2015068,27
2015069,29
2015070,19
2015071,9
2015072,39
2015073,29
2015074,17
2015075,7
2015076,29
2015077,13
2015078,11
2015079,32
2015080,11
2015081,40
2015082,47
2015083,48
2015084,45
2015085,39
2015086,36
2015087,8
2015088,8
2015089,17
2015090,6
2015091,40
2015092,38
2015093,46
2015094,9
2015095,37
2015096,25
2015097,39
2015098,38
2015099,3
2015100,8
2015101,29
2015102,40
2015103,3
2015104,31
2016001,39
2016002,39
2016003,40
2016004,44
2016005,10
2016006,43
2016007,47
2016008,48
2016009,1
2016010,6
2016011,3
2016012,28
2016013,20
2016014,10
2016015,39
2016016,25
2016017,33
2016018,13
2016019,16
2016020,8
2016021,21
2016022,44
2016023,19
2016024,26
2016025,42
2016026,36
2016027,49
2016028,9
2016029,6
2016030,22
2016031,14
2016032,15
2016033,34
2016034,32
2016035,5
2016036,24
2016037,34
2016038,27
2016039,15
2016040,36
2016041,14
2016042,16
2016043,43
2016044,48
2016045,23
2016046,45
2016047,14
2016048,39
2016049,27
2016050,49
2016051,28
2016052,26
2016053,40
2016054,48
2016055,44
2016056,33
2016057,13
2016058,28
2016059,7
2016060,45
2016061,1
2016062,2
2016063,37
2016064,12
2016065,2
2016066,26
2016067,25
2016068,37
2016069,28
2016070,16
2016071,32
2016072,24
2016073,17
2016074,7
2016075,8
2016076,1
2016077,49
2016078,39
2016079,37
2016080,14
2016081,20
2016082,24
2016083,7
2016084,21
2016085,20
2016086,3
2016087,19
2016088,37
2016089,48
2016090,50
2016091,22
2016092,36
2016093,47
2016094,33
2016095,11
2016096,28
2016097,11
2016098,11
2016099,28
2016100,29
2016101,30
2016102,21
2016103,20
2016104,25
2016105,47
2017001,23
2017002,10
2017003,11
2017004,3
2017005,16
2017006,49
2017007,17
2017008,17
2017009,23
2017010,46
2017011,31
2017012,35
2017013,2
2017014,36
2017015,13
2017016,22
2017017,42
2017018,29
2017019,41
2017020,47
2017021,36
2017022,6
2017023,44
2017024,27
2017025,9
2017026,17
2017027,1
2017028,50
2017029,49
2017030,14
2017031,38
2017032,49
2017033,19
2017034,39
2017035,6
2017036,3
2017037,12
2017038,44
2017039,11
2017040,19
2017041,25
2017042,7
2017043,12
2017044,24
2017045,22
2017046,20
2017047,27
2017048,17
2017049,18
2017050,3
2017051,9
2017052,17
2017053,37
2017054,35
2017055,22
2017056,47
2017057,45
2017058,49
2017059,48
2017060,5
2017061,30
2017062,40
2017063,25
2017064,46
2017065,10
2017066,45
2017067,3
2017068,47
2017069,15
2017070,14
2017071,6
2017072,49
2017073,10
2017074,18
2017075,8
2017076,42
2017077,48
2017078,48
2017079,24
2017080,25
2017081,21
2017082,29
2017083,13
2017084,30
2017085,13
2017086,32
2017087,36
2017088,17
2017089,20
2017090,22
2017091,41
2017092,42
2017093,2
2017094,19
2017095,6
2017096,35
2017097,43
2017098,30
2017099,50
2017100,50
2017101,8
2017102,31
2017103,44
2017104,22
2018001,48
2018002,5
2018003,12
2018004,13
2018005,20
2018006,50
2018007,9
2018008,48
2018009,27
2018010,14
2018011,38
2018012,44
2018013,21
2018014,12
2018015,19
2018016,47
2018017,41
2018018,48
2018019,31
2018020,21
2018021,33
2018022,24
2018023,26
2018024,7
2018025,23
2018026,17
2018027,16
2018028,33
2018029,46
2018030,25
2018031,27
2018032,25
2018033,23
2018034,41
2018035,17
2018036,45
2018037,39
2018038,50
2018039,31
2018040,10
2018041,37
2018042,41
2018043,38
2018044,24
2018045,22
2018046,32
2018047,21
2018048,33
2018049,50
2018050,14
2018051,15
2018052,23
2018053,48
2018054,33
2018055,8
2018056,1
2018057,27
2018058,40
2018059,4
2018060,22
2018061,42
2018062,43
2018063,36
2018064,18
2018065,25
2018066,43
2018067,23
2018068,14
2018069,16
2018070,38
2018071,30
2018072,4
2018073,38
2018074,1
2018075,8
2018076,25
2018077,30
2018078,2
2018079,7
2018080,35
2018081,12
2018082,43
2018083,37
2018084,29
2018085,5
2018086,21
2018087,17
2018088,17
2018089,43
2018090,32
2018091,2
2018092,41
2018093,45
2018094,26
2018095,32
2018096,23
2018097,20
2018098,48
2018099,42
2018100,44
2018101,48
2018102,50
2018103,31
2018104,45
2019001,28
2019002,37
2019003,3
2019004,39
2019005,25
2019006,6
2019007,9
2019008,6
2019009,32
2019010,46
2019011,25
2019012,39
2019013,41
2019014,34
2019015,1
2019016,3
2019017,3
2019018,31
2019019,39
2019020,19
2019021,19
2019022,15
2019023,47
2019024,4
2019025,23
2019026,47
2019027,2
2019028,1
2019029,29
2019030,35
2019031,8
2019032,7
2019033,27
2019034,47
2019035,48
2019036,43
2019037,7
2019038,4
2019039,10
2019040,43
2019041,33
2019042,23
2019043,19
2019044,35
2019045,39
2019046,1
2019047,25
2019048,13
2019049,37
2019050,25
2019051,26
2019052,49
2019053,29
2019054,34
2019055,36
2019056,45
2019057,39
2019058,14
2019059,1
2019060,5
2019061,40
2019062,22
2019063,36
2019064,2
2019065,29
2019066,27
2019067,20
2019068,45
2019069,47
2019070,46
2019071,7
2019072,10
2019073,25
2019074,47
2019075,44
2019076,38
2019077,47
2019078,37
2019079,2
2019080,9
2019081,10
2019082,2
2019083,32
2019084,41
2019085,47
2019086,39
2019087,16
2019088,20
2019089,9
2019090,23
2019091,39
2019092,3
2019093,30
2019094,34
2019095,2
2019096,3
2019097,18
2019098,3
2019099,2
2019100,18
2019101,25
2019102,34
2019103,13
2019104,7
2019105,33
2020001,47
2020002,5
2020003,6
2020004,44
2020005,44
2020006,11
2020007,3
2020008,19
2020009,30
20200010,23
20200011,25
20200012,32
20200013,41
20200014,38
20200015,45
20200016,27
20200017,20
20200018,14
20200019,45
20200020,11
20200021,36
20200022,8
20200023,34
20200024,26
20200025,46
20200026,24
20200027,19
20200028,48
20200029,39
20200030,6
20200031,28
20200032,14
20200033,21
20200034,15
20200035,45
20200036,10
20200037,25
20200038,39
20200039,39
20200040,25
20200041,3
20200042,14
20200043,46
20200044,26
20200045,17
20200046,5
20200047,2
20200048,4
20200049,43
20200050,12
20200051,1
20200052,28
20200053,39
20200054,12
20200055,17
20200056,11
20200057,15
20200058,14
20200059,27
20200060,9
20200061,21
20200062,1
20200063,41
20200064,8
20200065,9
20200066,17
20200067,15
20200068,30
20200069,7
20200070,33
20200071,40
20200072,41
20200073,43
20200074,16
20200075,2
20200076,40
20200077,23
20200078,44
20200079,6
20200080,21
20200081,50
20200082,38
20200083,33
20200084,37
20200085,21
20200086,44
20200087,12
20200088,20
20200089,50
20200090,32
20200091,28
20200092,19
20200093,39
20200094,42
20200095,5
20200096,14
20200097,27
20200098,4
20200099,9
20200100,13
20200101,3
20200102,2
20200103,30
20200104,45
20211001,44
20211002,34
20211003,41
20211004,35
20211005,40
20211006,27
20211007,8
20211008,40
20211009,42
20211010,20
20211011,19
20211012,10
20211013,30
20211014,9
20211015,46
20211016,18
20211017,29
20211018,26
20211019,39
20211020,32
20211021,44
20211022,47
20211023,9
20211024,36
20211025,10
20211026,28
20211027,40
20211028,38
20211029,32
20211030,50
20211031,48
20211032,5
20211033,3
20211034,24
20211035,46
20211036,28
20211037,22
20211038,34
20211039,16
20211040,38
20211041,2
20211042,1
20211043,11
20211044,3
20211045,46
20211046,36
20211047,21
20211048,26
20211049,11
20211050,6
20211051,1
20211052,20
20211053,9
20211054,27
20211055,36
20211056,8
20211057,42
20211058,41
20211059,23
20211060,5
20211061,33
20211062,21
20211063,26
20211064,49
20211065,12
20211066,42
20211067,20
20211068,19
20211069,50
20211070,13
20211071,35
20211072,35
20211073,18
20211074,18
20211075,8
20211076,30
20211077,2
20211078,33
20211079,48
20211080,13
20211081,46
20211082,6
20211083,34
20211084,41
20211085,39
20211086,15
20211087,15
20211088,3
20211089,12
20211090,26
20211091,47
20211092,19
20211093,22
20211094,36
20211095,42
20211096,26
20211097,22
20211098,47
20211099,38
20211100,21
20211101,2
20211102,12
20211103,26
20211104,17
20211105,22
20222001,35
20222002,37
20222003,32
20222004,17
20222005,3
20222006,14
20222007,18
20222008,29
20222009,19
20222010,25
20222011,6
20222012,18
20222013,9
20222014,43
20222015,5
20222016,42
20222017,39
20222018,6
20222019,25
20222020,19
20222021,12
20222022,14
20222023,40
20222024,6
20222025,8
20222026,2
20222027,11
20222028,45
20222029,31
20222030,24
20222031,17
20222032,36
20222033,34
20222034,20
20222035,8
20222036,18
20222037,25
20222038,48
20222039,5
20222040,22
20222041,36
20222042,48
20222043,49
20222044,28
20222045,25
20222046,17
20222047,27
20222048,19
20222049,6
20222050,10
20222051,42
20222052,24
20222053,45
20222054,35
20222055,24
20222056,9
20222057,40
20222058,18
20222059,27
20222060,23
20222061,40
20222062,33
20222063,19
20222064,17
20222065,39
20222066,38
20222067,19
20222068,25
20222069,15
20222070,20
20222071,29
20222072,24
20222073,15
20222074,36
20222075,48
20222076,15
20222077,20
20222078,1
20222079,43
20222080,26
20222081,32
20222082,24
20222083,48
20222084,25
20222085,34
20222086,16
20222087,37
20222088,47
20222089,5
20222090,44
20222091,24
20222092,19
20222093,21
20222094,35
20222095,15
20222096,21
20222097,26
20222098,27
20222099,26
20222100,35
20222101,17
20222102,23
20222103,34
20222104,34
20233001,46
20233002,45
20233003,13
20233004,25
20233005,50
20233006,42
20233007,41
20233008,8
20233009,43
20233010,2
20233011,44
20233012,25
20233013,26
20233014,23
20233015,34
20233016,23
20233017,37
20233018,50
20233019,13
20233020,37
20233021,31
20233022,15
20233023,32
20233024,46
20233025,36
20233026,16
20233027,31
20233028,5
20233029,29
20233030,49
20233031,35
20233032,42
20233033,10
20233034,13
20233035,7
20233036,18
20233037,17
20233038,39
20233039,4
20233040,49
20233041,6
20233042,37
20233043,29
20233044,43
20233045,32
20233046,50
20233047,50
20233048,26
20233049,32
20233050,46
20233051,17
20233052,36
20233053,17
20233054,11
20233055,11
20233056,8
20233057,4
20233058,36
20233059,5
20233060,32
20233061,45
20233062,20
20233063,9
20233064,4
20233065,43
20233066,30
20233067,2
20233068,34
20233069,32
20233070,5
20233071,1
20233072,21
20233073,36
20233074,48
20233075,15
20233076,34
20233077,2
20233078,21
20233079,24
20233080,29
20233081,22
20233082,40
20233083,35
20233084,2
20233085,31
20233086,49
20233087,50
20233088,39
20233089,39
20233090,21
20233091,16
20233092,2
20233093,34
20233094,20
20233095,33
20233096,14
20233097,24
20233098,42
20233099,37
20233100,38
20233101,45
20233102,44
20233103,30
20233104,37
20244001,46
20244002,7
20244003,39
20244004,49
20244005,45
20244006,48
20244007,50
20244008,8
20244009,30
20244010,23
20244011,28
20244012,24
20244013,17
20244014,24
20244015,48
20244016,24
20244017,9
20244018,19
20244019,17
20244020,44
20244021,13
20244022,4
20244023,20
20244024,11
20244025,13
20244026,17
20244027,23
20244028,18
20244029,23
20244030,2
20244031,29
20244032,40
20244033,6
20244034,20
20244035,22
20244036,30
2004001,36
2004002,39
2004003,31
2004004,33
2004005,24
2004006,36
2004007,10
2004008,27
2004009,4
2004010,35
2004011,10
2004012,23
2004013,21
2004014,21
2004015,49
2004016,11
2004017,9
2004018,8
2004019,43
2004020,34
2004021,34
2004022,2
2004023,38
2004024,31
2004025,37
2004026,24
2004027,50
2004028,6
2004029,11
2004030,8
2004031,33
2004032,29
2004033,44
2004034,12
2004035,16
2004036,22
2004037,23
2004038,8
2004039,6
2004040,11
2004041,1
2004042,36
2004043,49
2004044,16
2004045,46
2004046,37
2004047,24
2005001,23
2005002,19
2005003,24
2005004,45
2005005,8
2005006,50
2005007,26
2005008,30
2005009,24
2005010,8
2005011,43
2005012,37
2005013,41
